Familia APGIV,Familia,NombreActual,Authors,NombreMemoria,CODIGO,CodigoPBDY_18,FormaPBDY_2018,Forma_2015,NumRec_2018,MinYear_2018,MaxYear_2018,UserNotes2018
Gesneriaceae,Gesneriaceae,Besleria quadrangulata,L.E. Skog,Besleria quadrangulata,BESLQU,BESLQU,S,SL,149,2000,2018,
Gesneriaceae,Gesneriaceae,Columnea tenensis,(Wiehler) B.D. Morley,Columnea tenensis,COLUTE,,,XT,2,2015,2016,First identified in 2011 outside the traps but found in the traps 2015. Perhaps previously included in GESN_A.
Gesneriaceae,Gesneriaceae,Drymonia coccinea,(Aubl.) Wiehler,Drymonia coccinea,DRYMCO,,,C?,9,2003,2013,
Gesneriaceae,Gesneriaceae,Drymonia cf. macrophylla,(Oerst.) H.E. Moore,Gesneriaceae sp. A,GESN_A,,,C?,193,2000,2018,First identified to species in 2013 based on voucher cards from trap 93. Early records from other traps possibly include more than one species.
Gesneriaceae,Gesneriaceae,Gesneriaceae sp. B,,Gesneriaceae sp. B,GSN_B,,,CH,1,2001,2001,
Gesneriaceae,Gesneriaceae,Gesneriaceae sp. G,,Gesneriaceae sp. G,GES_G,,,CH,6,2002,2004,
Gesneriaceae,Gesneriaceae,Gesneriaceae sp. H,,Gesneriaceae sp. H,GESN_H,,,-,2,2003,2005,
Gesneriaceae,Gesneriaceae,Gesneriaceae sp. I,,Gesneriaceae sp. I,GESN_I,,,EH,50,2003,2011,
Gesneriaceae,Gesneriaceae,Paradrymonia cf. darienensis,(Seem.) Wiehler,Paradrymonia darienensis cf,PARADA,,,EH,6,2001,2004,
Gnetaceae,Gnetaceae,Gnetum 'nodi',,Gnetum sp. A,GNET_A,,,CW,38,2000,2013,
Heliconiaceae,Heliconiaceae,Heliconia sp. B,,Heliconia sp. B,HELI_B,,,XT,53,2001,2011,
Heliconiaceae,Heliconiaceae,Heliconia sp. C,,Heliconia sp. C,HELI_C,,,XT,6,2000,2008,
Heliconiaceae,Heliconiaceae,Heliconia sp. D,,Heliconia sp. D,HELI_D,,,XT,1,2001,2001,
Heliconiaceae,Heliconiaceae,Heliconia sp. E,,Heliconia sp. E,HELI_E,,,XT,2,2011,2017,
Heliconiaceae,Heliconiaceae,Heliconia stricta,Huber,Heliconia stricta,HELIST,,,XT,9,2003,2016,
Humiriaceae,Humiriaceae,Vantanea guianensis,Aubl.,Vantanea guianensis,VANTGU,VANTGU,T,TC,359,2000,2018,
Hydrangeaceae,Hydrangeaceae,Hydrangea tarapotensis,Briq.,Hydrangea sp. U5676,U5676,,,HL,266,2003,2018,
Hypericaceae,Clusiaceae,Vismia baccifera,(L.) Tr. & Pl.,Vismia baccifera,VISMBA,VISMBA,M,TM,1283,2000,2018,
Hypericaceae,Clusiaceae,Vismia floribunda,Sprague,Vismia floribunda,VISMFL,VISMFL,M,TM',3,2015,2017,
Hypericaceae,Clusiaceae,Vismia macrophylla,Kunth,Vismia macrophylla,VISMMA,VISMMA,M,TM,148,2000,2018,Possibly Vismia sprucei Sprague at tr 47 (most common trap). This is  not Vismia macrophylla.
Icacinaceae,Icacinaceae,Leretia cordata,Vell.,Leretia 'reticbril',LERERE,,,CW,194,2000,2017,
Lacistemataceae,Flacourtiaceae,Lacistema 'med',,Lacistema 'med',LACIME,LACIME,M,TM,84,2000,2017,
Lacistemataceae,Flacourtiaceae,Lacistema nena,L.F. Macbr.,Lozania 'mediana',LOZAME,LACINE,M,TM,7,2002,2018,
Lacistemataceae,Flacourtiaceae,Lozania klugii,(Mansf.) Mansf.,Lozania klugii,LOZAKL,LOZAKL,U,TU,958,2000,2018,
Lamiaceae,Verbenaceae,Aegiphila cordata,Poepp. ex Schauer,Aegiphila cordifolia,AEGICO,AEGIVI,S,SL,29,2001,2015,Fruits similar to VER_C but stems with long erect hairs.  Aegiphila cordata in plot lists 2014-2018. Was Aegiphila cordata var. villossimia Moldenke in plot list of 2009.
Lamiaceae,Verbenaceae,Aegiphila cf. cordifolia,(Ruiz & Pav.) Moldenke,Verbenaceae sp. C,VER_C,,,CW,15,2001,2018,Fruits similar to AEGICO but stems lack long erect hairs. Possibly confused with AEGICO in some traps.
Lamiaceae,Verbenaceae,Aegiphila elegans,Moldenke,Verbenaceae sp. A,VER_A,AEGIEL,S,SL,285,2000,2018,
Lamiaceae,Verbenaceae,Aegiphila haughtii,Moldenke,Aegiphila haughtii,AEGIHA,AEGIHA,U,TU,25,2001,2016,
Lamiaceae,Verbenaceae,Aegiphila 'memboscu',,Aegiphila 'memboscu',AEGIME,AEGIME,S,SL,1,2007,2007,
Lamiaceae,Verbenaceae,Vitex schunkei,Moldenke,Vitex 'glabra',VITEGL,VITESC,T,TC,5,2010,2015,
Lamiaceae,Verbenaceae,Vitex triflora,Vahl,Vitex triflora,VITETR,VITETR,M,TM,20,2006,2017,
Lauraceae,Lauraceae,Aniba guianensis,Aubl.,Aniba guianensis,ANIBGU,ANIBGU,T,TC,322,2000,2018,
Lauraceae,Lauraceae,Aniba hostmanniana,(Nees) Mez,Aniba hostmanniana,ANIBHO,ANIBHO,M,TM,58,2004,2017,
Lauraceae,Lauraceae,Aniba riparia,(Nees) Mez,Aniba riparia,ANIBRI,ANIBRI,M,TM,11,2000,2016,
Lauraceae,Lauraceae,Beilschmiedia pendula,(Sw.) Hemsl.,Beilschmiedia pendula,BEILPE,BEILPE,T,TC,13,2002,2007,
Lauraceae,Lauraceae,Cryptocarya yasuniensis,P.L.R. Moraes & van der Werff,Cryptocarya 'nori',CRYPNO,CRYPNO,T,TC,1,2015,2015,
Lauraceae,Lauraceae,Endlicheria 'burbujas',,Endlicheria 'burbujas',ENDLBU,ENDLBU,M,TM,9,2000,2010,
Lauraceae,Lauraceae,Endlicheria directonervia,C.K.Allen,Endlicheria tessmannii,ENDLTE,ENDLTE,M,TM,2,2004,2004,New plot ID as Endlicheria directonervia in lists 2014-2018.  Was Endlicheria tessmannii O.C. Schmidt. in plot lists 2009-2010. 
Lauraceae,Lauraceae,Endlicheria 'dori',,Endlicheria 'dori',ENDLDO,ENDLDO,T,TC,44,2002,2016,
Lauraceae,Lauraceae,Endlicheria 'falsadyso',,Endlicheria 'falsadyso',ENDLFA,ENDLFA,M,TM,24,2000,2012,
Lauraceae,Lauraceae,Endlicheria formosa ,A.C. Smith,Endlicheria 'else',ENDLEL,ENDLFO,M,TM,167,2001,2017,
Lauraceae,Lauraceae,Endlicheria 'platagigante',,Endlicheria 'platagigante',ENDLPL,ENDLPL,M,TM,8,2005,2012,
Lauraceae,Lauraceae,Endlicheria tschudyana,(Lasser) Kosterm.,Endlicheria tschudyana,ENDLTS,ENDLTS,U,TM,21,2000,2017,
Lauraceae,Lauraceae,Lauraceae sp. H,,Lauraceae sp. H,LAU_H,,,T?,18,2000,2008,
Lauraceae,Lauraceae,Lauraceae sp. L,,Lauraceae sp. L,LAU_L,,,T?,1,2000,2000,Discontinued.
Lauraceae,Lauraceae,Licaria cannella,(Meisn.) Kosterm.,Licaria cannella,LIC2CA,LICRCA,M,TM,105,2001,2017,
Lauraceae,Lauraceae,Nectandra  'granimpreso',,Nectandra yarinensis cf,NECTYA,NECTGR,M,TM,11,2001,2017,Nectandra 'granimpreso' in plot lists 2014-2018. Was Nectandra cf. yarinensis O.C. Schmidt in plot lists 2009-2010.
Lauraceae,Lauraceae,Nectandra cf. coeloclada,Rohwer,Lauraceae sp. (1212),U1212,,,T?,1,2000,2000,Fruit matched to specimen collected off plot. Not a species reported from the plot.
Lauraceae,Lauraceae,Nectandra 'largibrachi',,Nectandra 'largibrachi',NECTL1,NECTLA,T,TC,311,2000,2017,
Lauraceae,Lauraceae,Nectandra lineata,(Kunth) Rohwer,Nectandra lineata,NECTL3,NECTLI,T,TM,253,2000,2017,
Lauraceae,Lauraceae,Nectandra membranacea,(Sw.) Griseb.,Nectandra membranacea,NECTME,NECTME,T,TC,158,2000,2018,
Lauraceae,Lauraceae,Nectandra oppositifolia,Nees & Mart.,Nectandra oppositifolia,NECTOP,NECTOP,T,TC,567,2000,2018,
Lauraceae,Lauraceae,Nectandra 'skinnyret',,uniden 'skinnyret',ZZLAS2,NECTSK,T,TC,1,2002,2002,Discontinued.
Lauraceae,Lauraceae,Nectandra sp. B,,Nectandra sp. B,NECT_B,,,T?,1,2000,2000,Discontinued.
Lauraceae,Lauraceae,Nectandra viburnoides,Meisn. In A. DC.,Nectandra viburnoides,NECTVI,NECTVI,T,TM,28,2001,2017,
Lauraceae,Lauraceae,Ocotea 'membraobov',,uniden 'membraobov',ZZLAM2,OCOTME,T,TC,27,2000,2017,Ocotea 'membraobov' in plot lists 2014-2018. Was Ocotea cf tessmannii O.C. Schmidt in plot lists 2009-2010.
Lauraceae,Lauraceae,Ocotea 'alamembra',,Ocotea 'alamembra',OCOTAL,OCOTAL,T,TC,244,2000,2017,
Lauraceae,Lauraceae,Ocotea 'bayelshmi',,Ocotea 'bayelshmi',OCOTBA,OCOTBA,T,TC,251,2000,2012,
Lauraceae,Lauraceae,Ocotea cf. bofo,Kunth,Ocotea bofo,OCOTBO,OCOTBO,T,TC,7,2006,2017,Ocotea cf. bofo in plot book (2014).
Lauraceae,Lauraceae,Ocotea cernua,(Nees) Mez,Ocotea cernua,OCOTCE,OCOTCE,M,TM,25,2000,2012,
Lauraceae,Lauraceae,Ocotea floribunda,(Sw.) Mez,Ocotea floribunda,OCOTFL,OCOTFL,M,TM,120,2001,2018,
Lauraceae,Lauraceae,Ocotea 'laurita',,uniden 'laurita',ZZLAL2,OCOTLA,T,TC,156,2000,2018,
Lauraceae,Lauraceae,Ocotea longifolia,Kunth,Ocotea longifolia,OCOTLO,OCOTLO,M,TM,7,2005,2017,
Lauraceae,Lauraceae,Ocotea 'luis',,Ocotea 'luis',OCOTLU,OCOTLU,T,TC,50,2000,2017,
Lauraceae,Lauraceae,Ocotea oblonga,(Meisn.) Mez,Ocotea 'minialata',OCOTMI,OCOTOB,U,TU,74,2000,2016,
Lauraceae,Lauraceae,Ocotea sp. AJ,,Lauraceae sp. AJ,LAU_AJ,,,T?,6,2000,2008,
Lauraceae,Lauraceae,Ocotea 'yasuni',,Ocotea 'yasuni',OCOTYA,NECTLA,T,TC,5,2000,2004,Included in Nectandra 'largibrachi' on plot. But tree 430418 on Sendero Tortuga has different fruits.
Lauraceae,Lauraceae,Persea pseudofasciculata,L.E. Kopp,Persea pseudofasciculata,PERSPS,PERSPS,T,TC,2,2005,2005,
Lauraceae,Lauraceae,Persea sp. A,,Persea sp. A,PERS_A,,,T?,1,2004,2004,Discontinued.
Lauraceae,Lauraceae,Pleurothyrium bifidum,Nees,Pleurothyrium bifidum,PLEUBI,PLEUBI,T,TU,117,2000,2017,
Lauraceae,Lauraceae,Pleurothyrium 'cordata',,uniden 'cordata',ZZLAC5,PLEUCO,T,TC,4,2002,2002,Pleurothyrium 'cordata' in plot lists 2014-2018.  Pleurothyrium cf. williamsii O.C. Schmidt in plots lists 2009-2010.
Lauraceae,Lauraceae,Pleurothyrium cuneifolium,Nees  ,Pleurothyrium cuneifolium,PLEUCU,PLEUCU,T,TC,269,2000,2016,
Lauraceae,Lauraceae,Pleurothyrium glabrifolium,van der Werff,Pleurothyrium 'glabiflorum',PLEUGL,PLEUGL,T,TC,42,2006,2018,
Lauraceae,Lauraceae,Rhodostemonodaphne juruensis,(A.C. Sm.) Chanderb.,Rhodostemonodaphne juruensis,RHODJU,RHODJU,T,TC,19,2005,2017,
Lauraceae,Lauraceae,Rhodostemonodaphne kunthiana,(Nees) Rohwer,Rhodostemonodaphne kunthiana,RHODKU,RHODKU,T,TC,112,2000,2017,
Lauraceae,Lauraceae,Rhodostemonodaphne licanioides,(A.C. Sm.) Madriñán,Rhodostemonodaphne licanioides,RHODLI,RHODLI,S,SL,42,2000,2017,
Lauraceae,Lauraceae,uniden. 'granverde',,uniden. 'granverde',ZZLAG5,ZZLAGV,M,SL,38,2008,2015,
Lauraceae,Lauraceae,uniden. 'lisagroovy',,uniden. 'lisagroovy',ZZLAL4,ZZLALS,T,TC,108,2000,2016,
Lauraceae,Lauraceae,uniden. 'medpubinervi' / Ocotea floribunda,,uniden 'medpubinervi',ZZLAM1,ZZLAME,T,TU,82,2007,2017,Tree near trap 149 is Ocotea floribunda (Sw.) Mez (OCOTFL) not 'medpubinervi'.  Identify of tree near trap 190 needs to be confirmed. Perhaps a mixed collection. 
Lecythidaceae,Lecythidaceae,Couratari guianensis,Aub.,Couratari guianensis,COU3GU,COUTGU,T,TC,29,2000,2017,
Lecythidaceae,Lecythidaceae,Eschweilera andina,(Rusby) J.F. Macbr.,Eschweilera 'purpura',ESCHP2,ESCHAN,M,TM,124,2000,2017,
Lecythidaceae,Lecythidaceae,Eschweilera bracteosa,(Poepp. ex O. Berg) Miers,Eschweilera bracteosa,ESCHBR,ESCHBR,T,TC,225,2000,2018,
Lecythidaceae,Lecythidaceae,Eschweilera coriacea,(DC.) S.A. Mori,Eschweilera 'cori',ESCHCO,ESCHCO,T,TC,3070,2000,2018,
Lecythidaceae,Lecythidaceae,Eschweilera 'giga',,Eschweilera 'giga',ESCHG1,ESCHGI,T,TC,770,2000,2018,
Lecythidaceae,Lecythidaceae,Eschweilera gigantea,(Kunth) J.F. Macbr.,Eschweilera 'kim',ESCHKI,ESCHGG,T,TC,726,2000,2018,
Lecythidaceae,Lecythidaceae,Eschweilera rufifolia,S.A. Mori,Eschweilera rufifolia,ESCHRU,ESCHRU,T,TC,415,2000,2018,
Lecythidaceae,Lecythidaceae,Grias neuberthii,J.F. Macbr.,Grias neuberthii,GRIANE,GRIANE,T,TC,98,2001,2017,
Lecythidaceae,Lecythidaceae,Gustavia hexapetala,(Aubl.) Sm.,Gustavia hexapetala,GUSTHE,GUSTHE,M,TM,2,2016,2017,
Lecythidaceae,Lecythidaceae,Gustavia longifolia,Poepp. Ex O. Berg,Gustavia longifolia,GUSTLO,GUSTLO,M,TM,84,2000,2018,
Loganiaceae,Loganiaceae,Strychnos 'crasaretic',,Strychnos 'crasaretic',STR1C4,,,CW,15,2001,2017,
Loganiaceae,Loganiaceae,Strychnos 'miconioide',,Strychnos 'miconioide',STR1MI,,,CW,5,2007,2016,
Loranthaceae,Loranthaceae,'Cladocolea' sp. Z,,Loranthaceae sp. Z,LOR_Z,,,EP,880,2000,2018,Card vouchers are mixture of species and genera. Unsure who supplied generic name as Cladocolea.  Only adult voucher is Passovia  stelis (L.) Kuijt (Syn: Phthirusa (L.) Kuijt).
Loranthaceae,Loranthaceae,Loranthaceae sp. G,,Loranthaceae sp. G,LOR_G,,,EP,40,2001,2010,
Loranthaceae,Loranthaceae,Oryctanthus sp. N,,Loranthaceae sp. N,LOR_N,,,EP,13,2001,2008,
Loranthaceae,Loranthaceae,Phoradendron sp. A,,Loranthaceae sp. A,LOR_A,,,EP,59,2000,2017,
Loranthaceae,Loranthaceae,Phoradendron sp. B,,Loranthaceae sp. B,LOR_B,,,EP,4,2000,2003,Discontinued.
Loranthaceae,Loranthaceae,Psittacanthus corynocephalus,Eichler,Loranthaceae sp. AE,LOR_AE,,,EP,101,2000,2014,Unsure who provided this species name.
Lythraceae,Lythraceae,Lafoensia 'impreso',,Lafoensia sp. A,LAFO_A,,,TM,5,2011,2018,The tree is not on plot. Seeds have blown into plot and traps.  (Two species of Lafoensia are reported from the region.)
Malpighiaceae,Malpighiaceae,Banisteriopsis sp. A,,Banisteriopsis sp. A,BANI_A,,,CW,324,2000,2017,
Malpighiaceae,Malpighiaceae,Banisteriopsis sp. B,,Banisteriopsis sp. B,BANI_B,,,CW,111,2000,2018,Adult voucher awaiting ID.
Malpighiaceae,Malpighiaceae,Banisteriopsis sp. J,,Banisteriopsis sp. J,BANI_J,,,CW,13,2011,2016,
Malpighiaceae,Malpighiaceae,Bunchosia 'myrt',,Bunchosia 'myrt',BUNCMY,BUNCMY,S,SL,6,2004,2010,
Malpighiaceae,Malpighiaceae,Byrsonima 'juanito',,Byrsonima 'juanito',BYRSJU,BYRSJU,T,TC,1,2016,2016,
Malpighiaceae,Malpighiaceae,Byrsonima putumayensis,Cuatrec.,Byrsonima 'dorada',BYRSDO,BYRSPU,T,TC,342,2000,2018,
Malpighiaceae,Malpighiaceae,Dicella julianii,(J.F. Macbr.) W.R. Anderson,Dicella julianii,DICEJU,,,CW,1189,2000,2018,
Malpighiaceae,Malpighiaceae,Diplopterys erianthera,(A. Juss.) W.R. Anderson & C. Davis,Banisteriopsis erianthera,BANIER,,,CW,201,2000,2018,
Malpighiaceae,Malpighiaceae,Ectopopterys soejartoi,W.R. Anderson,Ectopopterys soejartoi,ECTOSO,,,CW,172,2000,2018,
Malpighiaceae,Malpighiaceae,Heteropterys aureosericea,Cuatrec.,Heteropterys aureosericea,HET1AU,,,CW,62,2000,2011,
Malpighiaceae,Malpighiaceae,Hiraea sp. D,,Hiraea sp. D,HIRA_D,,,CW,1,2001,2001,Discontinued . Probably equal HIRA_F.
Malpighiaceae,Malpighiaceae,Hiraea sp. F,,Hiraea sp. F,HIRA_F,,,CW,552,2000,2018,
Malpighiaceae,Malpighiaceae,Jubelina uleana,(Nied.) Cuatrec.,Jubelina uleana,JUBEUL,,,CW,123,2000,2017,
Malpighiaceae,Malpighiaceae,Malpighiaceae sp. AA,,Malpighiaceae sp. AA,MLP_AA,,,CW,10,2000,2003,Discontinued.
Malpighiaceae,Malpighiaceae,Malpighiaceae sp. AB,,Malpighiaceae sp. AB,MLP_AB,,,CW,2,2002,2002,Discontinued.
Malpighiaceae,Malpighiaceae,Malpighiaceae sp. C,,Malpighiaceae sp. C,MLP_C,,,CW,1,2000,2000,Discontinued.
Malpighiaceae,Malpighiaceae,Malpighiaceae sp. G,,Malpighiaceae sp. G,MLP_G,,,CW,19,2000,2001,Discontinued.
Malpighiaceae,Malpighiaceae,Malpighiaceae sp. H,,Malpighiaceae sp. H,MLP_H,,,CW,1,2000,2000,Discontinued.
Malpighiaceae,Malpighiaceae,Malpighiaceae sp. J,(Nied.) Cuatrec.,Malpighiaceae sp. J,MLP_J,,,CW,7,2000,2001,Discontinued.
Malpighiaceae,Malpighiaceae,Malpighiaceae sp. R,,Malpighiaceae sp. R,MLP_R,,,CW,1,2001,2001,Discontinued.
Malpighiaceae,Malpighiaceae,Malpighiaceae U519,,(unknown SSP0519),U519,,,-,1,2000,2000,Discontinued.
Malpighiaceae,Malpighiaceae,Mascagnia cf. ovatifolia,(Kunth) Griseb.,Mascagnia sp. D,MASC_D,,,CW,27,2002,2016,Adult voucher awaiting ID confirmation.
Malpighiaceae,Malpighiaceae,Mascagnia sp. A,,Mascagnia sp. A,MASC_A,,,CW,369,2001,2018,
Malpighiaceae,Malpighiaceae,Mascagnia sp. B,,Mascagnia sp. B,MASC_B,,,CW,9,2016,2016,Possibly equal MASC_A.
Malpighiaceae,Malpighiaceae,Stigmaphyllon 'pseudo-adenodon',,Stigmaphyllon adenodon,STIGAD,,,CW,26,2000,2017,Samaras not equal those of Stigmaphyllon adenodon A. Juss.
Malpighiaceae,Malpighiaceae,Tetrapterys sp. A,,Tetrapterys sp. A,TET3_A,,,CW,467,2000,2016,
Malpighiaceae,Malpighiaceae,Tetrapterys sp. B,,Tetrapterys sp. B,TET3_B,,,CW,248,2000,2018,
Malpighiaceae,Malpighiaceae,Tetrapterys sp. D,,Tetrapterys sp. D,TET3_D,,,CW,59,2001,2015,Adult voucher awaiting ID
Malpighiaceae,Malpighiaceae,Tetrapterys sp. I,,Tetrapterys sp. I,TET3_I,,,CW,276,2002,2017,Adult voucher awaiting ID.
Malpighiaceae,Malpighiaceae,Tetrapterys sp. T,,Malpighiaceae sp. T,MLP_T,,,CW,3,2001,2002,Discontinued.  Probably equal TET3_A or TET3_B.
Malvaceae,Tiliaceae,Apeiba menbranacea,Spruce ex Benth.,Apeiba menbranacea,APEIME,APEIME,T,TC,1954,2000,2018,
Malvaceae,Tiliaceae,Apeiba tibourbou,Aubl.,Apeiba tibourbou,APEITI,APEITI,T,TC,462,2000,2018,
Malvaceae,Bombacaceae,Bombacaceae sp. A,,Bombacaceae sp. A,BOM_A,,,T?,1,2000,2000,Probably  equal OCHRPY.
Malvaceae,Sterculiaceae,Byttneria asterotricha,Mildbr.,Byttneria sp. B,BYTT_B,,,CW,234,2000,2018,
Malvaceae,Sterculiaceae,Byttneria catalpifolia,Jacq.,Byttneria sp. A,BYTT_A,,,CW,37,2003,2009,
Malvaceae,Bombacaceae,Ceiba pentandra,L. Gaertn.,Ceiba pentandra,CEIBPE,CEIBPE,E,TE,341,2001,2018,
Malvaceae,Bombacaceae,Ceiba samauma,(Mart.) K. Schum.,Ceiba samauma,CEIBSA,CEIBSA,T,TC,412,2000,2018,
Malvaceae,Bombacaceae,Eriotheca globosa,(Aubl.) A. Robyns,Eriotheca globosa,ERIOGL,ERIOGL,T,TC,419,2000,2017,
Malvaceae,Sterculiaceae,Herrania cuatrecasasiana,García-Barr.,Herrania cuatrecasana,HERRCU,HERRCU,U,TU,1,2005,2005,
Malvaceae,Sterculiaceae,Herrania nitida,(Poepp.) R.E. Schult.,Herrania 'asperoide',HERRAS,HERRNI,S,SL,1,2006,2006,
Malvaceae,Bombacaceae,Matisia bracteolosa,Ducke (s. l.),Matisia bracteolosa,MATIBR,MATIBR,M,TM,2089,2000,2018,
Malvaceae,Bombacaceae,Matisia cordata,Bonpl.,Matisia cordata,MATICO,MATICO,T,TC,4,2002,2012,
Malvaceae,Bombacaceae,Matisia huallagensis,Cuatrec.,Matisia longiflora,MATILO,MATILO,M,TM,174,2000,2018,A new identification as Matisia huallagensis in plot lists of 2014-2018.  This was Matisia longiflora Gleason in lists of 2001-2010.
Malvaceae,Bombacaceae,Matisia malacocalyx,(Robyns & Nilsson) Alverson  (s. l.),Matisia malacocalyx,MATIMA,MATIMA,M,TM,1606,2000,2018,
Malvaceae,Bombacaceae,Matisia obliquifolia,Standl.,Matisia obliquifolia,MATIO1,MATIOQ,M,TM,46,2000,2016,
Malvaceae,Bombacaceae,Matisia oblongifolia,Poepp.  & Endl.,Matisia oblongifolia,MATIO2,MATIOB,U,TU,56,2000,2016,
Malvaceae,Tiliaceae,Mollia gracilis,Spruce ex Benth.,Mollia gracilis,MOL1GR,MOLIGR,T,TC,205,2000,2017,
Malvaceae,Bombacaceae,Ochroma pyramidale,(Cav. ex Lam.) Urb.,Ochroma pyramidale,OCHRPY,OCHRPY,M,TM,80,2000,2017,
Malvaceae,Bombacaceae,Pachira insignis,(Sw.) Sw. ex Savigny,Pachira insignis,PACHIN,PACHIN,T,TC,18,2003,2017,
Malvaceae,Bombacaceae,Pachira punga-schunkei,Fern. Alonso,Pachira aquatica,PACHAQ,PACHPU,M,TM,9,2010,2017,
Malvaceae,Bombacaeae,Patinoa paraensis,(Huber) Cuatrec.,Patinoa paraensis,PATIPA,PATIPA,M,TM,1,2017,2017,
Malvaceae,Bombacaceae,Quararibea 'sesiblanca',,Quararibea 'sesiblanca',QUARSE,QUARSE,,TC,45,2001,2017,Quararibea 'sesiblanca' in plot lists 2018 & 2014. Was Quararibea cf bilobata A. Robyns in plot list 2009.
Malvaceae,Sterculiaceae,Sterculia apeibophylla,Ducke,Sterculia apeibophylla,STERA1,STERAP,T,TC,43,2000,2017,
Malvaceae,Sterculiaceae,Sterculia apetala,(Jacq.) H. Karst.,Sterculia apetala,STERA2,STERAT,T,TC,1,2016,2016,
Malvaceae,Sterculiaceae,Sterculia colombiana,Sprague,Sterculia colombiana,STERCO,STERCO,T,TC,92,2000,2017,
Malvaceae,Sterculiaceae,Sterculia frondosa,Rich.,Sterculia frondosa,STERFR,STERFR,T,TC,872,2000,2018,
Malvaceae,Sterculiaceae,Theobroma speciosum,Willd. Ex Spreng.,Theobroma speciosum,THEOSP,THEOSP,M,TM,214,2000,2017,
Malvaceae,Sterculiaceae,Theobroma subincanum,Mart.,Theobroma subincanum,THEOSU,THEOSU,M,TM,83,2000,2017,
Marantaceae,Marantaceae,Ischnosiphon 'medio',,Stromanthe sp. A,STRO_A,,,XT,1,2015,2015,
Marcgraviaceae,Marcgraviaceae,Marcgravia sp. A,,Marcgravia sp. A,MARC_A,,,HL,361,2000,2018,Possibly includes more than one species.
Marcgraviaceae,Marcgraviaceae,Marcgravia sp. B,,Marcgravia sp. B,MARC_B,,,HL,1,2000,2000,Discontinued.
Marcgraviaceae,Marcgraviaceae,Marcgravia sp. E,,Marcgravia sp. E,MARC_E,,,HL,1,2006,2006,Discontinued.  Seedlings different from MARC_A (ssp 530).
Marcgraviaceae,Marcgraviaceae,Marcgravia sp. F,,Marcgravia sp. F,MARC_F,,,HL,5,2001,2015,Adult voucher awaiting ID.
Marcgraviaceae,Marcgraviaceae,Marcgraviaceae sp. G,,Marcgravia sp. G,MARC_G,,,HL,2,2001,2001,Discontinued.
Marcgraviaceae,Marcgraviaceae,Marcgraviaceae sp. H,,Marcgraviaceae sp. H,MARC_H,,,HL,368,2000,2018,
Marcgraviaceae,Marcgraviaceae,Marcgraviaceae sp. M,,Marcgravia sp. M,MARC_M,,,HL,4,2002,2008,
Marcgraviaceae,Marcgraviaceae,Norantea guianensis,Aubl.,Norantea guianensis,NORAGU,,,HL,426,2001,2018,
Marcgraviaceae,Marcgraviaceae,Souroubea sp. A,,Souroubea sp. A,SOU1_A,,,HL,46,2015,2017,Adult voucher awaiting ID.
Marcgraviaceae,Marcgraviaceae,Souroubea sp. CW,,Souroubea sp. CW,CW_SOU,,,HL,1,2000,2000,Discontinued.
Melastomataceae,Melastomataceae,Adelobotrys scandens,(Aubl.) DC.,Adelobotrys scandens,ADELSC,,,C?,3,2017,2017,First recognized in 2017. Adult voucher awaiting ID confirmation.  Parts except petals pubescent.
Melastomataceae,Melastomataceae,Adelobotrys sp. B,,Adelobotrys sp. B,ADEL_B,,,CW,909,2000,2018,Adult voucher awaiting identification.  Parts glabrous.  Might include some ADELSC around traps 159-160 prior to 2017.
Melastomataceae,Melastomataceae,Bellucia pentamera,Naudin,Bellucia pentamera,BELLPE,BELLPE,M,TM,8,2004,2008,
Melastomataceae,Melastomataceae,Blakea rosea,(Ruiz & Pav.) D. Don,Blakea sp. B,BLAK_B,BLAKRO,H,HL,46,2001,2017,
Melastomataceae,Melastomataceae,Blakea sp. A,,Blakea sp. A,BLAK_A,,,HL,1,2001,2001,
Melastomataceae,Melastomataceae,Blakea sp. C,,Blakea sp. C,BLAK_C,,,HL,7,2002,2012,
Melastomataceae,Melastomataceae,Clidemia dimorphica,J.F. Macbr.,Clidemia dimorphica,CLIDDI,CLIDDI,S,SL,194,2005,2016,
Melastomataceae,Melastomataceae,Clidemia sp. A,,Clidemia sp. A,CLID_A,,,CW,12,2002,2006,Scant voucher awaiting ID.
Melastomataceae,Melastomataceae,Henriettella 'aspera',,Miconia 'henrietella',MICOHE,HENRAS,T,TC,536,2000,2016,Henriettella 'aspera' (or Henriettea) in plot lists 2004-2018. Miconia 'henrietlla' was trap temp-name. Mostly in trap 158.
Melastomataceae,Melastomataceae,Melastomataceae sp. E,,Melastomataceae sp. E,MLS_E,,,-,1,2000,2000,Discontinued.
Melastomataceae,Melastomataceae,Melastomataceae sp. J,,Melastomataceae sp. J,MLS_J,,,-,2,2000,2005,Discontinued.
Melastomataceae,Melastomataceae,Melastomataceae sp. L,,Melastomataceae sp. L,MLS_L,,,-,2,2002,2005,Discontinued.
Melastomataceae,Melastomataceae,Miconia bubalina,Ule,Miconia bubalina,MICOBU,MICOBU,S,SL,60,2006,2018,
Melastomataceae,Melastomataceae,Miconia decurrens,Cogn.,Miconia decurrens,MICOD2,MICODE,M,TM,31,2000,2002,
Melastomataceae,Melastomataceae,Miconia elata,(Sw.) DC.,Miconia elata,MICOE1,MICOEL,M,TM,123,2000,2011,
